search_criteria,job_title,company_name,experience,salary,location,experience_description,skills_required,days_posted
Information Technology,Core Infra Principal Engineer,Miles Ahead Consultant,9-13 Yrs,Not disclosed,"Bengaluru, Hyderabad"," 9 - 13 Years, 6+ years of experience in system administration / software engineeringGoo...","C,Bash Scripting,DNS,Windows,GIT,Git,Linux,Docker",HOT JOB
Information Technology,Looking For Senior Software Engineers,Indihire HR Consultants Private Limited,12-16 Yrs,"20,00,000 - 30,00,000 PA.",Hyderabad, Job Title:Senior Software EngineerDivision:DevelopmentReports toDevelopment ManagerWork...,"CSS,Web Apps,ORM,Object Oriented Programming,SQL,Git,Linux,Software Engineering",HOT JOB
Information Technology,Backend Operations,KFIN TECHNOLOGIES PRIVATE LIMITED,6-10 Yrs,"8,00,000 - 10,00,000 PA.",Hyderabad, Knowledge and experience in organisational effectiveness and operations management Hold...,"capital market management,operations management,equities management,backend operations,relationship management,ipo management,derivatives management,problem solving",30+ Days Ago
Information Technology,Procurement Specialist – AM,Berkadia Services India Pvt. Ltd. ,8-12 Yrs,Not disclosed,Hyderabad, Job Description Title: Procurement Specialist – AMDepartment: Administration Reporting ...,"Product Sourcing,Purchase Requisition,Buying,Finance,Contract Management,Materials,Procurement Planning,HR Administration",PREFERRED
Information Technology,.Net Developer - C#/ ASP/ MVC - Wealth Management Domain,Patronage Consultants,2-7 Yrs,Not disclosed,"Coimbatore, Hyderabad", Work with the established frameworks to on-board new Clients and Customers and represen...,"C#,Wealth Management,Web Technologies,Requirement Gathering,.Net,MVC,Management Skills,ASP",PREMIUM
Information Technology,Principal Software Design Engineer,Planful,12-16 Yrs,Not disclosed,Hyderabad, Desired Skills 12-16 years of experience in software development including JavaC# with ...,"Computer science,Software design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Lead Software Development Engineer,Planful,5-8 Yrs,Not disclosed,Hyderabad, Desired Skills 5-8 years of experience in software development including JavaC# with St...,"Computer science,Object oriented design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Software Engineer - Java Developer,Confidential,7-12 Yrs,"18,00,000 - 25,00,000 PA.",Hyderabad, Should be able to work productively remotelyFintech experience a major advantage but no...,"spring framework,java,git,integration testing,maven,unit testing,software engineering,aws",PREMIUM
Information Technology,Principal Software Engineer,Pylon Management Consulting Pvt Ltd ,10-16 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", Job DescriptionJob Title : Principal Software EngineerThe Purpose of This RoleThe Distr...,"Salesforce Lightning,Apex,Salesforce,Salesforce Configuration,Salesforce Customization,Salesforce.com,Salesforce CRM,Salesforce Integration",HOT JOB
Information Technology,Relationship Manager - EW Channel,Serviam Consultancy Services,2-7 Yrs,"2,50,000 - 4,50,000 PA.","Chennai, Bengaluru, Hyderabad", To Drive business through channel partner's sales team and distribution network. Key Re...,"Channel Partners,Sales,distributor partners,Relationship Management,distributor alliance,channel sales partners,channel sales alliance,Distribution Network",30+ Days Ago
Information Technology,Senior ECM Analyst,Invesco (India) Pvt Ltd,6-8 Yrs,Not disclosed,"Hyderabad, Andhra Pradesh, India", WorkExperience / Knowledge:Must have 6 years of experience as an Business Analyst with ...,"Corporate Strategy,Requirements Management,Sprint Planning,Agile Methodology,Software Engineering,User Stories,Process Improvement,JIRA",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, This role will be part of a team responsible for developing the tools to the Enterprise...,"Performance tuning,Data analysis,Software design,Linux,Javascript,Application development,Selenium,Python",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, We are looking for a great Go developer with a strong understanding of how best to leve...,"Computer science,Multithreading,Version control,GIT,Linux,Data structures,Perl,Application development",PREMIUM
Information Technology,Engineering Manager - Distributed Systems,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Software Engineer - Java/api/microservices - Banking Domain,Hashtag Global Solutions,8-13 Yrs,Not disclosed,Hyderabad," Looking for a Strong Java, API, Micro services Engineer for one our prestigious client ...","Jenkins,Java,DevOps,Cloud Foundry,Github,Microservices Architecture,OOPS,MySQL",HOT JOB
Information Technology,IT Tech Support Specialist,ManpowerGroup Services India Private Limited ,2-5 Yrs,"1,50,000 - 3,00,000 PA.",Hyderabad," Highly customer-oriented mindset, willingness to go the extra mile for the customerOn o...","IP Telephony,Windows OS,Collaboration,Technical Support,Cisco Switches,Cisco Networking,cisco webex,Cisco Routers",HOT JOB
Information Technology,Engineering Mngr Distributed Systems Fintech/investment Banking Domain,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Core Infra Principal Engineer,Miles Ahead Consultant,9-13 Yrs,Not disclosed,"Bengaluru, Hyderabad"," 9 - 13 Years, 6+ years of experience in system administration / software engineeringGoo...","C,Bash Scripting,DNS,Windows,GIT,Git,Linux,Docker",HOT JOB
Information Technology,Looking For Senior Software Engineers,Indihire HR Consultants Private Limited,12-16 Yrs,"20,00,000 - 30,00,000 PA.",Hyderabad, Job Title:Senior Software EngineerDivision:DevelopmentReports toDevelopment ManagerWork...,"CSS,Web Apps,ORM,Object Oriented Programming,SQL,Git,Linux,Software Engineering",HOT JOB
Information Technology,Backend Operations,KFIN TECHNOLOGIES PRIVATE LIMITED,6-10 Yrs,"8,00,000 - 10,00,000 PA.",Hyderabad, Knowledge and experience in organisational effectiveness and operations management Hold...,"capital market management,operations management,equities management,backend operations,relationship management,ipo management,derivatives management,problem solving",30+ Days Ago
Information Technology,Procurement Specialist – AM,Berkadia Services India Pvt. Ltd. ,8-12 Yrs,Not disclosed,Hyderabad, Job Description Title: Procurement Specialist – AMDepartment: Administration Reporting ...,"Product Sourcing,Purchase Requisition,Buying,Finance,Contract Management,Materials,Procurement Planning,HR Administration",PREFERRED
Information Technology,.Net Developer - C#/ ASP/ MVC - Wealth Management Domain,Patronage Consultants,2-7 Yrs,Not disclosed,"Coimbatore, Hyderabad", Work with the established frameworks to on-board new Clients and Customers and represen...,"C#,Wealth Management,Web Technologies,Requirement Gathering,.Net,MVC,Management Skills,ASP",PREMIUM
Information Technology,Principal Software Design Engineer,Planful,12-16 Yrs,Not disclosed,Hyderabad, Desired Skills 12-16 years of experience in software development including JavaC# with ...,"Computer science,Software design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Lead Software Development Engineer,Planful,5-8 Yrs,Not disclosed,Hyderabad, Desired Skills 5-8 years of experience in software development including JavaC# with St...,"Computer science,Object oriented design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Software Engineer - Java Developer,Confidential,7-12 Yrs,"18,00,000 - 25,00,000 PA.",Hyderabad, Should be able to work productively remotelyFintech experience a major advantage but no...,"spring framework,java,git,integration testing,maven,unit testing,software engineering,aws",PREMIUM
Information Technology,Principal Software Engineer,Pylon Management Consulting Pvt Ltd ,10-16 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", Job DescriptionJob Title : Principal Software EngineerThe Purpose of This RoleThe Distr...,"Salesforce Lightning,Apex,Salesforce,Salesforce Configuration,Salesforce Customization,Salesforce.com,Salesforce CRM,Salesforce Integration",HOT JOB
Information Technology,Relationship Manager - EW Channel,Serviam Consultancy Services,2-7 Yrs,"2,50,000 - 4,50,000 PA.","Chennai, Bengaluru, Hyderabad", To Drive business through channel partner's sales team and distribution network. Key Re...,"Channel Partners,Sales,distributor partners,Relationship Management,distributor alliance,channel sales partners,channel sales alliance,Distribution Network",30+ Days Ago
Information Technology,Senior ECM Analyst,Invesco (India) Pvt Ltd,6-8 Yrs,Not disclosed,"Hyderabad, Andhra Pradesh, India", WorkExperience / Knowledge:Must have 6 years of experience as an Business Analyst with ...,"Corporate Strategy,Requirements Management,Sprint Planning,Agile Methodology,Software Engineering,User Stories,Process Improvement,JIRA",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, This role will be part of a team responsible for developing the tools to the Enterprise...,"Performance tuning,Data analysis,Software design,Linux,Javascript,Application development,Selenium,Python",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, We are looking for a great Go developer with a strong understanding of how best to leve...,"Computer science,Multithreading,Version control,GIT,Linux,Data structures,Perl,Application development",PREMIUM
Information Technology,Engineering Manager - Distributed Systems,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Software Engineer - Java/api/microservices - Banking Domain,Hashtag Global Solutions,8-13 Yrs,Not disclosed,Hyderabad," Looking for a Strong Java, API, Micro services Engineer for one our prestigious client ...","Jenkins,Java,DevOps,Cloud Foundry,Github,Microservices Architecture,OOPS,MySQL",HOT JOB
Information Technology,IT Tech Support Specialist,ManpowerGroup Services India Private Limited ,2-5 Yrs,"1,50,000 - 3,00,000 PA.",Hyderabad," Highly customer-oriented mindset, willingness to go the extra mile for the customerOn o...","IP Telephony,Windows OS,Collaboration,Technical Support,Cisco Switches,Cisco Networking,cisco webex,Cisco Routers",HOT JOB
Information Technology,Engineering Mngr Distributed Systems Fintech/investment Banking Domain,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Core Infra Principal Engineer,Miles Ahead Consultant,9-13 Yrs,Not disclosed,"Bengaluru, Hyderabad"," 9 - 13 Years, 6+ years of experience in system administration / software engineeringGoo...","C,Bash Scripting,DNS,Windows,GIT,Git,Linux,Docker",HOT JOB
Information Technology,Looking For Senior Software Engineers,Indihire HR Consultants Private Limited,12-16 Yrs,"20,00,000 - 30,00,000 PA.",Hyderabad, Job Title:Senior Software EngineerDivision:DevelopmentReports toDevelopment ManagerWork...,"CSS,Web Apps,ORM,Object Oriented Programming,SQL,Git,Linux,Software Engineering",HOT JOB
Information Technology,Backend Operations,KFIN TECHNOLOGIES PRIVATE LIMITED,6-10 Yrs,"8,00,000 - 10,00,000 PA.",Hyderabad, Knowledge and experience in organisational effectiveness and operations management Hold...,"capital market management,operations management,equities management,backend operations,relationship management,ipo management,derivatives management,problem solving",30+ Days Ago
Information Technology,Procurement Specialist – AM,Berkadia Services India Pvt. Ltd. ,8-12 Yrs,Not disclosed,Hyderabad, Job Description Title: Procurement Specialist – AMDepartment: Administration Reporting ...,"Product Sourcing,Purchase Requisition,Buying,Finance,Contract Management,Materials,Procurement Planning,HR Administration",PREFERRED
Information Technology,.Net Developer - C#/ ASP/ MVC - Wealth Management Domain,Patronage Consultants,2-7 Yrs,Not disclosed,"Coimbatore, Hyderabad", Work with the established frameworks to on-board new Clients and Customers and represen...,"C#,Wealth Management,Web Technologies,Requirement Gathering,.Net,MVC,Management Skills,ASP",PREMIUM
Information Technology,Principal Software Design Engineer,Planful,12-16 Yrs,Not disclosed,Hyderabad, Desired Skills 12-16 years of experience in software development including JavaC# with ...,"Computer science,Software design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Lead Software Development Engineer,Planful,5-8 Yrs,Not disclosed,Hyderabad, Desired Skills 5-8 years of experience in software development including JavaC# with St...,"Computer science,Object oriented design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Software Engineer - Java Developer,Confidential,7-12 Yrs,"18,00,000 - 25,00,000 PA.",Hyderabad, Should be able to work productively remotelyFintech experience a major advantage but no...,"spring framework,java,git,integration testing,maven,unit testing,software engineering,aws",PREMIUM
Information Technology,Principal Software Engineer,Pylon Management Consulting Pvt Ltd ,10-16 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", Job DescriptionJob Title : Principal Software EngineerThe Purpose of This RoleThe Distr...,"Salesforce Lightning,Apex,Salesforce,Salesforce Configuration,Salesforce Customization,Salesforce.com,Salesforce CRM,Salesforce Integration",HOT JOB
Information Technology,Relationship Manager - EW Channel,Serviam Consultancy Services,2-7 Yrs,"2,50,000 - 4,50,000 PA.","Chennai, Bengaluru, Hyderabad", To Drive business through channel partner's sales team and distribution network. Key Re...,"Channel Partners,Sales,distributor partners,Relationship Management,distributor alliance,channel sales partners,channel sales alliance,Distribution Network",30+ Days Ago
Information Technology,Senior ECM Analyst,Invesco (India) Pvt Ltd,6-8 Yrs,Not disclosed,"Hyderabad, Andhra Pradesh, India", WorkExperience / Knowledge:Must have 6 years of experience as an Business Analyst with ...,"Corporate Strategy,Requirements Management,Sprint Planning,Agile Methodology,Software Engineering,User Stories,Process Improvement,JIRA",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, This role will be part of a team responsible for developing the tools to the Enterprise...,"Performance tuning,Data analysis,Software design,Linux,Javascript,Application development,Selenium,Python",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, We are looking for a great Go developer with a strong understanding of how best to leve...,"Computer science,Multithreading,Version control,GIT,Linux,Data structures,Perl,Application development",PREMIUM
Information Technology,Engineering Manager - Distributed Systems,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Software Engineer - Java/api/microservices - Banking Domain,Hashtag Global Solutions,8-13 Yrs,Not disclosed,Hyderabad," Looking for a Strong Java, API, Micro services Engineer for one our prestigious client ...","Jenkins,Java,DevOps,Cloud Foundry,Github,Microservices Architecture,OOPS,MySQL",HOT JOB
Information Technology,IT Tech Support Specialist,ManpowerGroup Services India Private Limited ,2-5 Yrs,"1,50,000 - 3,00,000 PA.",Hyderabad," Highly customer-oriented mindset, willingness to go the extra mile for the customerOn o...","IP Telephony,Windows OS,Collaboration,Technical Support,Cisco Switches,Cisco Networking,cisco webex,Cisco Routers",HOT JOB
Information Technology,Engineering Mngr Distributed Systems Fintech/investment Banking Domain,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Core Infra Principal Engineer,Miles Ahead Consultant,9-13 Yrs,Not disclosed,"Bengaluru, Hyderabad"," 9 - 13 Years, 6+ years of experience in system administration / software engineeringGoo...","C,Bash Scripting,DNS,Windows,GIT,Git,Linux,Docker",HOT JOB
Information Technology,Looking For Senior Software Engineers,Indihire HR Consultants Private Limited,12-16 Yrs,"20,00,000 - 30,00,000 PA.",Hyderabad, Job Title:Senior Software EngineerDivision:DevelopmentReports toDevelopment ManagerWork...,"CSS,Web Apps,ORM,Object Oriented Programming,SQL,Git,Linux,Software Engineering",HOT JOB
Information Technology,Backend Operations,KFIN TECHNOLOGIES PRIVATE LIMITED,6-10 Yrs,"8,00,000 - 10,00,000 PA.",Hyderabad, Knowledge and experience in organisational effectiveness and operations management Hold...,"capital market management,operations management,equities management,backend operations,relationship management,ipo management,derivatives management,problem solving",30+ Days Ago
Information Technology,Procurement Specialist – AM,Berkadia Services India Pvt. Ltd. ,8-12 Yrs,Not disclosed,Hyderabad, Job Description Title: Procurement Specialist – AMDepartment: Administration Reporting ...,"Product Sourcing,Purchase Requisition,Buying,Finance,Contract Management,Materials,Procurement Planning,HR Administration",PREFERRED
Information Technology,.Net Developer - C#/ ASP/ MVC - Wealth Management Domain,Patronage Consultants,2-7 Yrs,Not disclosed,"Coimbatore, Hyderabad", Work with the established frameworks to on-board new Clients and Customers and represen...,"C#,Wealth Management,Web Technologies,Requirement Gathering,.Net,MVC,Management Skills,ASP",PREMIUM
Information Technology,Principal Software Design Engineer,Planful,12-16 Yrs,Not disclosed,Hyderabad, Desired Skills 12-16 years of experience in software development including JavaC# with ...,"Computer science,Software design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Lead Software Development Engineer,Planful,5-8 Yrs,Not disclosed,Hyderabad, Desired Skills 5-8 years of experience in software development including JavaC# with St...,"Computer science,Object oriented design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Software Engineer - Java Developer,Confidential,7-12 Yrs,"18,00,000 - 25,00,000 PA.",Hyderabad, Should be able to work productively remotelyFintech experience a major advantage but no...,"spring framework,java,git,integration testing,maven,unit testing,software engineering,aws",PREMIUM
Information Technology,Principal Software Engineer,Pylon Management Consulting Pvt Ltd ,10-16 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", Job DescriptionJob Title : Principal Software EngineerThe Purpose of This RoleThe Distr...,"Salesforce Lightning,Apex,Salesforce,Salesforce Configuration,Salesforce Customization,Salesforce.com,Salesforce CRM,Salesforce Integration",HOT JOB
Information Technology,Relationship Manager - EW Channel,Serviam Consultancy Services,2-7 Yrs,"2,50,000 - 4,50,000 PA.","Chennai, Bengaluru, Hyderabad", To Drive business through channel partner's sales team and distribution network. Key Re...,"Channel Partners,Sales,distributor partners,Relationship Management,distributor alliance,channel sales partners,channel sales alliance,Distribution Network",30+ Days Ago
Information Technology,Senior ECM Analyst,Invesco (India) Pvt Ltd,6-8 Yrs,Not disclosed,"Hyderabad, Andhra Pradesh, India", WorkExperience / Knowledge:Must have 6 years of experience as an Business Analyst with ...,"Corporate Strategy,Requirements Management,Sprint Planning,Agile Methodology,Software Engineering,User Stories,Process Improvement,JIRA",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, This role will be part of a team responsible for developing the tools to the Enterprise...,"Performance tuning,Data analysis,Software design,Linux,Javascript,Application development,Selenium,Python",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, We are looking for a great Go developer with a strong understanding of how best to leve...,"Computer science,Multithreading,Version control,GIT,Linux,Data structures,Perl,Application development",PREMIUM
Information Technology,Engineering Manager - Distributed Systems,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Software Engineer - Java/api/microservices - Banking Domain,Hashtag Global Solutions,8-13 Yrs,Not disclosed,Hyderabad," Looking for a Strong Java, API, Micro services Engineer for one our prestigious client ...","Jenkins,Java,DevOps,Cloud Foundry,Github,Microservices Architecture,OOPS,MySQL",HOT JOB
Information Technology,IT Tech Support Specialist,ManpowerGroup Services India Private Limited ,2-5 Yrs,"1,50,000 - 3,00,000 PA.",Hyderabad," Highly customer-oriented mindset, willingness to go the extra mile for the customerOn o...","IP Telephony,Windows OS,Collaboration,Technical Support,Cisco Switches,Cisco Networking,cisco webex,Cisco Routers",HOT JOB
Information Technology,Engineering Mngr Distributed Systems Fintech/investment Banking Domain,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Core Infra Principal Engineer,Miles Ahead Consultant,9-13 Yrs,Not disclosed,"Bengaluru, Hyderabad"," 9 - 13 Years, 6+ years of experience in system administration / software engineeringGoo...","C,Bash Scripting,DNS,Windows,GIT,Git,Linux,Docker",HOT JOB
Information Technology,Looking For Senior Software Engineers,Indihire HR Consultants Private Limited,12-16 Yrs,"20,00,000 - 30,00,000 PA.",Hyderabad, Job Title:Senior Software EngineerDivision:DevelopmentReports toDevelopment ManagerWork...,"CSS,Web Apps,ORM,Object Oriented Programming,SQL,Git,Linux,Software Engineering",HOT JOB
Information Technology,Backend Operations,KFIN TECHNOLOGIES PRIVATE LIMITED,6-10 Yrs,"8,00,000 - 10,00,000 PA.",Hyderabad, Knowledge and experience in organisational effectiveness and operations management Hold...,"capital market management,operations management,equities management,backend operations,relationship management,ipo management,derivatives management,problem solving",30+ Days Ago
Information Technology,Procurement Specialist – AM,Berkadia Services India Pvt. Ltd. ,8-12 Yrs,Not disclosed,Hyderabad, Job Description Title: Procurement Specialist – AMDepartment: Administration Reporting ...,"Product Sourcing,Purchase Requisition,Buying,Finance,Contract Management,Materials,Procurement Planning,HR Administration",PREFERRED
Information Technology,.Net Developer - C#/ ASP/ MVC - Wealth Management Domain,Patronage Consultants,2-7 Yrs,Not disclosed,"Coimbatore, Hyderabad", Work with the established frameworks to on-board new Clients and Customers and represen...,"C#,Wealth Management,Web Technologies,Requirement Gathering,.Net,MVC,Management Skills,ASP",PREMIUM
Information Technology,Principal Software Design Engineer,Planful,12-16 Yrs,Not disclosed,Hyderabad, Desired Skills 12-16 years of experience in software development including JavaC# with ...,"Computer science,Software design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Lead Software Development Engineer,Planful,5-8 Yrs,Not disclosed,Hyderabad, Desired Skills 5-8 years of experience in software development including JavaC# with St...,"Computer science,Object oriented design,Front end,Coding,Web development,Javascript,Data structures,Analytics",30+ Days Ago
Information Technology,Software Engineer - Java Developer,Confidential,7-12 Yrs,"18,00,000 - 25,00,000 PA.",Hyderabad, Should be able to work productively remotelyFintech experience a major advantage but no...,"spring framework,java,git,integration testing,maven,unit testing,software engineering,aws",PREMIUM
Information Technology,Principal Software Engineer,Pylon Management Consulting Pvt Ltd ,10-16 Yrs,Not disclosed,"Chennai, Bengaluru, Hyderabad", Job DescriptionJob Title : Principal Software EngineerThe Purpose of This RoleThe Distr...,"Salesforce Lightning,Apex,Salesforce,Salesforce Configuration,Salesforce Customization,Salesforce.com,Salesforce CRM,Salesforce Integration",HOT JOB
Information Technology,Relationship Manager - EW Channel,Serviam Consultancy Services,2-7 Yrs,"2,50,000 - 4,50,000 PA.","Chennai, Bengaluru, Hyderabad", To Drive business through channel partner's sales team and distribution network. Key Re...,"Channel Partners,Sales,distributor partners,Relationship Management,distributor alliance,channel sales partners,channel sales alliance,Distribution Network",30+ Days Ago
Information Technology,Senior ECM Analyst,Invesco (India) Pvt Ltd,6-8 Yrs,Not disclosed,"Hyderabad, Andhra Pradesh, India", WorkExperience / Knowledge:Must have 6 years of experience as an Business Analyst with ...,"Corporate Strategy,Requirements Management,Sprint Planning,Agile Methodology,Software Engineering,User Stories,Process Improvement,JIRA",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, This role will be part of a team responsible for developing the tools to the Enterprise...,"Performance tuning,Data analysis,Software design,Linux,Javascript,Application development,Selenium,Python",PREMIUM
Information Technology,"Engineer III, SW Development",Intercontinental Exchange,6-9 Yrs,Not disclosed,Hyderabad, We are looking for a great Go developer with a strong understanding of how best to leve...,"Computer science,Multithreading,Version control,GIT,Linux,Data structures,Perl,Application development",PREMIUM
Information Technology,Engineering Manager - Distributed Systems,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Software Engineer - Java/api/microservices - Banking Domain,Hashtag Global Solutions,8-13 Yrs,Not disclosed,Hyderabad," Looking for a Strong Java, API, Micro services Engineer for one our prestigious client ...","Jenkins,Java,DevOps,Cloud Foundry,Github,Microservices Architecture,OOPS,MySQL",HOT JOB
Information Technology,IT Tech Support Specialist,ManpowerGroup Services India Private Limited ,2-5 Yrs,"1,50,000 - 3,00,000 PA.",Hyderabad," Highly customer-oriented mindset, willingness to go the extra mile for the customerOn o...","IP Telephony,Windows OS,Collaboration,Technical Support,Cisco Switches,Cisco Networking,cisco webex,Cisco Routers",HOT JOB
Information Technology,Engineering Mngr Distributed Systems Fintech/investment Banking Domain,Serving Skill,8-13 Yrs,Not disclosed,"Bengaluru, Hyderabad", If yes then mention team size and years of experience A bachelors degree in Computer Sc...,"R&D,Engineering Management,Kafka,Distributed Systems,Kubernetes",PREMIUM
Information Technology,Core Infra Principal Engineer,Miles Ahead Consultant,9-13 Yrs,Not disclosed,"Bengaluru, Hyderabad"," 9 - 13 Years, 6+ years of experience in system administration / software engineeringGoo...","C,Bash Scripting,DNS,Windows,GIT,Git,Linux,Docker",HOT JOB
Information Technology,Looking For Senior Software Engineers,Indihire HR Consultants Private Limited,12-16 Yrs,"20,00,000 - 30,00,000 PA.",Hyderabad, Job Title:Senior Software EngineerDivision:DevelopmentReports toDevelopment ManagerWork...,"CSS,Web Apps,ORM,Object Oriented Programming,SQL,Git,Linux,Software Engineering",HOT JOB
Information Technology,Backend Operations,KFIN TECHNOLOGIES PRIVATE LIMITED,6-10 Yrs,"8,00,000 - 10,00,000 PA.",Hyderabad, Knowledge and experience in organisational effectiveness and operations management Hold...,"capital market management,operations management,equities management,backend operations,relationship management,ipo management,derivatives management,problem solving",30+ Days Ago
Information Technology,Procurement Specialist – AM,Berkadia Services India Pvt. Ltd. ,8-12 Yrs,Not disclosed,Hyderabad, Job Description Title: Procurement Specialist – AMDepartment: Administration Reporting ...,"Product Sourcing,Purchase Requisition,Buying,Finance,Contract Management,Materials,Procurement Planning,HR Administration",PREFERRED
Information Technology,.Net Developer - C#/ ASP/ MVC - Wealth Management Domain,Patronage Consultants,2-7 Yrs,Not disclosed,"Coimbatore, Hyderabad", Work with the established frameworks to on-board new Clients and Customers and represen...,"C#,Wealth Management,Web Technologies,Requirement Gathering,.Net,MVC,Management Skills,ASP",PREMIUM
