search_criteria,course_name,course_description,rating,no_of_reviews,duration,lectures,levels,badge,original_price,discounted_price
aws,AWS Serverless APIs & Apps - A Complete Introduction,"Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",4.7,8290.0,8.0,142.0,All Levels,,9280.0,455.0
aws,AWS Certified Cloud Practitioner: 6 Full Practice Exams 2020,This AWS Certified Cloud Practitioner Practice Exam Course covers EVERYTHING you need to pass the exam on your first try,4.6,8881.0,,,,,4800.0,455.0
aws,AWS Certified Cloud Practitioner 2020 Ultimate Exam Training,NEW 2020 Amazon AWS Certified Cloud Practitioner | ALL-IN-ONE AWS Certification Training | Practice Exams | Cheat Sheets,4.7,7815.0,13.0,199.0,Beginner,,6080.0,455.0
aws,AWS Certified Solutions Architect - Associate [Latest Exam],ACE the AWS Certified Solutions Architect Associate (CSAA) exam using the best All-in-One CSAA Exam Preparation Guide,4.7,6498.0,84.0,491.0,All Levels,,,3840.0
aws,[NEW] Ultimate AWS Certified Cloud Practitioner - 2020,Pass the AWS Certified Cloud Practitioner Certification CLF-C01. Amazon Web Services Certified Cloud Practitioner exam!,4.8,7577.0,11.0,195.0,Beginner,,5440.0,455.0
aws,AWS CloudFormation Master Class,Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features,4.7,5355.0,3.5,70.0,All Levels,,8320.0,455.0
aws,Ultimate AWS Certified SysOps Administrator Associate 2020,Become an AWS Certified SysOps Administrator Associate! Learn all Amazon Web Services SysOps certification topics,4.7,4653.0,19.5,236.0,All Levels,,12800.0,455.0
aws,AWS Certified Cloud Practitioner 500 Practice Exam Questions,2020 AWS Certified Cloud Practitioner Practice Exams | 6 Practice Tests | Exam Simulator 500 Questions | Reference Links,4.6,4243.0,,,,,3200.0,455.0
aws,AWS Certified Data Analytics Specialty 2020 - Hands On!,"Practice exam included! AWS DAS-C01 certification prep course with exercises. Kinesis, EMR, DynamoDB, Redshift and more!",4.6,4269.0,12.5,139.0,Intermediate,,12800.0,455.0
aws,AWS Certified Solutions Architect - Associate,Study for and pass the AWS Certified Solutions Architect Associate level exam,4.4,3454.0,12.5,81.0,Intermediate,,11520.0,455.0
aws,AWS Lambda and the Serverless Framework - Hands On Learning!,"Develop and Deploy AWS Lambda Functions with Serverless, Learn Lambda Real World Integrations with Amazon Web Services",4.5,3924.0,7.0,94.0,Beginner,,8320.0,455.0
aws,AWS Certified Solutions Architect Associate Practice Exams,AWS Certified Solutions Architect Associate SAA-C02 | 6 Practice Tests | Exam Simulator 500 Questions | Reference Links,4.5,3654.0,,,,,5120.0,455.0
aws,AWS Certified Solutions Architect Associate - 2020 [SAA-C02],AWS Solutions Architect Associate | SAA-C02 | Practice Test | Hands-on Labs | Cheat Sheets | Exam Cram | Quiz Questions,4.7,2124.0,27.5,273.0,All Levels,,6720.0,481.0
aws,Practice Exams | AWS Certified Developer Associate 2020,293 Test Quiz Questions on DVA-C01 ! Practice the AWS Certified Developer Exam & ace the AWS Certified Developer Exam!,4.5,3001.0,,,,,6400.0,455.0
aws,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),"AWS Serverless with AWS Lambda, API Gateway, Amazon DynamoDB, Step Functions, SAM, the Serverless Framework, CICD & more",4.5,2033.0,25.5,301.0,All Levels,,9600.0,455.0
aws,AWS Certified DevOps Engineer Professional 2020 - Hands On!,Pass the AWS Certified DevOps Engineer Professional Certification (DOP-C01) with 20 hours of advanced hands-on videos.,4.7,2305.0,20.5,225.0,Intermediate,,12800.0,611.0
aws,AWS Certified Developer Associate Practice Exams,Be an AWS Certified Developer! Covers AWS Certified Developer topics to pass the AWS Certified Developer Associate exam!,4.7,1299.0,,,,,1920.0,455.0
aws,Ultimate AWS Certified Solutions Architect Associate 2020,Pass the AWS Certified Solutions Architect Associate Certification SAA-C02. Complete Amazon Web Services Cloud training!,4.7,36364.0,24.0,289.0,All Levels,,12800.0,455.0
aws,Ultimate AWS Certified Developer Associate 2020 - NEW!,Become an AWS Certified Developer! Learn all Amazon Web Services Developer topics. PASS the AWS Certified Developer Exam,4.7,23239.0,29.0,346.0,All Levels,,12800.0,455.0
aws,AWS Serverless APIs & Apps - A Complete Introduction,"Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",4.7,8290.0,8.0,142.0,All Levels,,9280.0,455.0
aws,AWS Certified Cloud Practitioner 2020 Ultimate Exam Training,NEW 2020 Amazon AWS Certified Cloud Practitioner | ALL-IN-ONE AWS Certification Training | Practice Exams | Cheat Sheets,4.7,7815.0,13.0,199.0,Beginner,,6080.0,455.0
aws,AWS Certified Solutions Architect - Associate [Latest Exam],ACE the AWS Certified Solutions Architect Associate (CSAA) exam using the best All-in-One CSAA Exam Preparation Guide,4.7,6497.0,84.0,491.0,All Levels,,,3840.0
aws,AWS Certified Security Specialty 2020,All you need to master AWS Certified Security Specialty certification.,4.4,2323.0,24.0,217.0,Intermediate,,,2240.0
aws,AWS Networking in depth: Learn practically in 7 hours,Amazon Web Services (AWS) Networking from basics to advanced with 15+ simple to complex real life hands on exercises,4.6,1085.0,8.0,26.0,All Levels,,6400.0,455.0
aws,Become AWS Certified - Solutions Architect Associate 2018,"Everything You Need to Pass your AWS Solutions Architect - Associate Exam. Lectures, Demos, and Lab Manual & More!",4.6,1020.0,12.5,81.0,All Levels,,12800.0,455.0
aws,The Ultimate AWS Certified Solutions Architect - Associate,"Pass the AWS certification exam by mastering the most important AWS services: IAM, EC2, Route 53 (DNS), VPC, and RDS.",4.4,1196.0,27.0,160.0,All Levels,,11200.0,455.0
aws,AWS Certified Cloud Practitioner 2020 Training Bootcamp,Pass AWS Certified Cloud Practitioner CLF-C01 Exam. Complete AWS Certified Cloud Practitioner Certification!,4.5,2217.0,8.0,102.0,Beginner,,1920.0,481.0
aws,AWS Certified SysOps Administrator Associate Practice Exams,Be an AWS SysOps Administrator! AWS Certified SysOps Administrator Practice Tests with SOA-C01 questions & explanations!,4.5,1643.0,,,,,1920.0,462.0
aws,*NEW* AWS Certified Solutions Architect - Associate 2020,Want to pass the *NEW* AWS Solutions Architect - Associate Exam? (SAA-C02) In-depth AWS Architectures. Take this course!,4.3,1544.0,13.0,119.0,All Levels,,12800.0,455.0
aws,AWS Certified Machine Learning Specialty 2020 - Hands On!,"Learn SageMaker, feature engineering, model tuning, and the AWS machine learning ecosystem. Be prepared for the exam!",4.5,1715.0,9.5,114.0,Intermediate,,12800.0,455.0
aws,Amazon EKS Starter: Docker on AWS EKS with Kubernetes,"Deploy Docker Containers on Kubernetes on AWS EKS & Fargate: Kubernetes Stateful & Stateless apps using ELB, EBS & EFS",4.5,1177.0,5.5,53.0,Intermediate,,8320.0,455.0
aws,AWS Certified Solutions Architect Professional Practice Exam,Be an AWS Solutions Architect Pro! AWS Certified Solutions Architect Professional Practice Tests for the SAP-C01 Exam,4.5,1565.0,,,,,1920.0,455.0
aws,Ultimate AWS Certified Solutions Architect Professional 2020,Be AWS Certified Solutions Architect Professional. Full Amazon Web Services Solution Architecture deep-dive for SAP-C01,4.7,1586.0,13.0,132.0,Expert,,8000.0,455.0
aws,AWS Certified Cloud Practitioner Practice Exams,Be an AWS Certified Cloud Practitioner! AWS Certified Cloud Practitioner Practice Tests CLF-C01 w/ Complete Explanations,4.6,775.0,,,,,1600.0,468.0
aws,AWS Certified Solutions Architect Professional [Latest Exam],ACE the Amazon - AWS Certified Solutions Architect Professional New Exam using this Unique All-in-One Preparation Guide,4.6,1163.0,52.5,317.0,Expert,,,8960.0
aws,AWS Certified Developer - Associate,Study for and pass the (2018) AWS Certified Developer Associate level exam,4.4,695.0,13.0,89.0,Intermediate,,11520.0,455.0
